Sr. No.,Bank Code,Bank Name,MICR,IFSC,IIN,ACH CR,ACH DR,APBS,DSA,Bank Type
1040,SWMX,SAWAI MADHOPUR URBAN CO OPERATIVE BANK LTD,322707002,HDFC0CSWMUB,990130,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1041,SWSX,SHREE WARANA SAHAKARI BANK LTD.,416397002,HDFC0CSWSBL,508611,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1042,TACX,THE ADINATH COOP BANK LTD,395432003,YESB0ACB002,990257,Yes,Yes,Yes,YES BANK,Indirect
1043,TADX,THE ANANTAPUR DISTRICT COOPERATIVE CENTRAL BANK LT,515840000,APBL0012001,607497,Yes,Yes,Yes,THE ANDHRA PRADESH STATE CO OP BANK LTD,Indirect
1044,TAMX,THE ANAND MERCANTILE COOPERATIVE BANK LIMITED,388804001,UTIB0SAMC01,608178,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1045,TAPX,THE TAPINDU URBAN COOPERATIVE BANK LTD,800028251,HDFC0CTUCOB,NA,Yes,,Yes,HDFC BANK LTD,Indirect
1046,TASX,THE ANNASAHEB SAVANT CO-OP URBAN BANK MAHAD LTD,400240261,HDFC0CMAHAD,607607,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1047,TAUB,THE ANKOLA URBAN COOP BANK LTD,581803302,UTIB0STAUCB,NA,Yes,,Yes,AXIS BANK,Indirect
1048,TBCX,THE BHARATH CO-OPERATIVE BANK LTD,560274001,IBKL0008BCB,508525,Yes,Yes,Yes,IDBI BANK,Indirect
1049,TBDX,THE BULDANA DISTRICT CENTRAL COOP BANK LTD,NA,UTIB0SBLDB1,607850,Yes,,Yes,AXIS BANK,Indirect
1050,TBHX,THE BHADRAN PEOPLE'S CO-OPERATIVE BANK LTD,NA,UTIB0SBPCB1,990273,Yes,,Yes,AXIS BANK,Indirect
1051,TBMX,THE BAPUNAGAR MAHILA COOP BANK LTD,380808001,GSCB0UBMCBL,990259,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1052,TBNS,THE BECHARAJI NAGARIK SAHAKARI BANK LTD,384822501,GSCB0UTBSBL,608223,Yes,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1053,TBPX,THE BOTAD PEOPLES CO-OPERATIVE BANK LTD,364812051,IBKL01606BP,990283,Yes,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1054,TBSB,THANE BHARAT SAHAKARI BANK LTD.,400525002,TBSB0000001,607291,Yes,Yes,Yes,THANE BHARAT SAHAKARI BANK LTD.,Direct
1055,TBSX,THE BIHAR STATE CO OPERATIVE BANK LTD,800213001,YESB0BSCB01,607936,Yes,Yes,Yes,YES BANK,Indirect
1056,TBUX,THE BALUSSERI COOPERATIVE URBAN BANK LTD NO LL27,673844352,IBKL0114BCU,508919,Yes,,Yes,IDBI BANK,Indirect
1057,TCBX,THE CO-OPERATIVE BANK OF RAJKOT LTD,360441002,YESB0RAJ001,607676,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1058,TCCX,THE COMMERCIAL COOPERATIVE BANK LIMITED,416408003,HDFC0CTCCBK,607361,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1059,TCHX,THE TOWN CO OP BANK LTD HOSKOTE,560847002,IBKL0693TCB,608065,Yes,,Yes,AXIS BANK,Indirect
1060,TCPX,THE TAMILNADU CIRCLE POSTAL CO-OP BANK LTD,600092257,NA,NA,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
1061,TCUB,THE TRIVANDRUM CO-OPERATIVE URBAN BANK LTD,695198000,NA,NA,Yes,Yes,Yes,IDBI BANK,Indirect
1062,TCUX,TIRUVALLUR CO-OPERATIVE URBAN BANK LIMITED,600091273,NA,NA,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
1063,TDBX,THE DISTRICT COOPERATIVE CENTRAL BANK LTD BIDAR,NA,KSCB0018001,607969,Yes,,Yes,THE KARNATAKA STATE CO OP APEX BANK LTD,Indirect
1064,TDCB,THE THANE DIST. CENTRAL CO-OP. BANK LTD,400524001,TDCB0000001,607160,Yes,Yes,Yes,THE THANE DIST. CENTRAL CO-OP. BANK LTD,Direct
1065,TDIX,THE DISTRICT CO-OP CENTRAL BANK LTD KAKINADA,NA,APBL0004001,607489,Yes,Yes,Yes,THE ANDHRA PRADESH STATE CO OP BANK LTD,Indirect
1066,TDMX,THE DHANERA MERCANTILE CO OP BANK LTD,385808081,HDFC0CDMCBL,990090,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1067,TDSX,THE NIZAMABAD DISTRICT CO-OP CENTRAL BANK LTD,503814002,NA,607056,Yes,Yes,Yes,TELANGANA STATE CO OP APEX BANK LTD,Indirect
1068,TECX,THE EENADU COOP URBAN BANK LTD,500240256,HDFC0CEENAD,608134,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1069,TEHX,TEHRI GARHWAL ZILA SAHKARI BANK LTD,249814209,IBKL070TGZS,607654,Yes,Yes,Yes,IDBI BANK,Indirect
1070,TEMX,THE TEXTILE MANUFACTURERS COOPERATIVE BANK LTD,560234256,INDB0TMCB01,990236,Yes,,Yes,INDUSIND BANK,Indirect
1071,TESX,THE TEXTILE CO OPERATIVE BANK OF SURAT LTD,395271002,YESB0TCB002,990033,Yes,Yes,Yes,YES BANK,Indirect
1072,TETX,TEXTILE TRADERS CO-OPERATIVE BANK LIMITED,380131001,HDFC0CTTCBL,607679,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1073,TFCX,THE FATEHABAD CENTRAL CO-OP BANK LTD,125823102,UTIB0FCCB01,607825,Yes,,Yes,AXIS BANK,Indirect
1074,TGBX,TRIPURA GRAMIN BANK,799802001,PUNB0RRBTGB,607065,Yes,Yes,Yes,PUNJAB NATIONAL BANK,Indirect
1075,TGCG,THE GOKAK URBAN CO OP CREDIT BANK LTD,591844502,IBKL01720GU,990301,Yes,Yes,Yes,IDBI BANK,Indirect
1076,TGCX,TAMLUK-GHATAL CENTRAL CO-OPERATIVE BANK LTD,721815202,WBSC0TCCB01,607183,Yes,Yes,Yes,THE WEST BENGAL STATE CO OP BANK LTD,Indirect
1077,TGDX,THE GONDIA DISTRICT CENTRAL COOP BANK LTD GONDIA,441819002,UTIB0SGDC01,508906,Yes,,Yes,AXIS BANK,Indirect
1078,TGMB,TUMKUR GRAIN MERCHANT'S CO-OPERATE BANK LTD,560574000,TGMB0000001,508675,Yes,Yes,Yes,TUMKUR GRAIN MERCHANT'S CO-OPERATE BANK LTD,Direct
1079,TGNX,THE GANDHINAGAR NAGRIK COOPERATIVE BANK LTD,380811000,HDFC0CGNCBL,608053,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1080,TGUX,THE GANDHINAGAR URBAN COOP BANK LTD,380810001,HDFC0CTGUCB,608180,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1081,THCX,THE HOOGHLY COOPERATIVE CREDIT BANK LTD,700012252,IBKL0401THC,990183,Yes,Yes,Yes,IDBI BANK,Indirect
1082,THMX,THE HALOL MERCANTILE CO OP BANK LTD,389801041,HDFC0CHMCBL,NA,Yes,,,HDFC BANK LTD,Indirect
1083,THOX,THE THOOTHUKUDI DISTRICT CENTRAL COOP BANK LTD,627805002,TNSC0012100,508678,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
1084,THRX,THE RAICHUR DISTRICT CENTRAL COOP BANK LTD RAICHUR,NA,IBKL0296RDC,508792,Yes,,Yes,IDBI BANK,Indirect
1085,THWX,THE HOWRAH DISTRICT CENTRAL COOPERATIVE BANK LTD,700817505,WBSC0HCCB01,607554,Yes,,Yes,THE WEST BENGAL STATE CO OP BANK LTD,Indirect
1086,TIDX,THE THIRUVANNAMALAI DISTRICT CENTRAL COOP BANK LTD,606800002,TNSC0012000,508657,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
1087,TIRX,THE TIRUNELVELI DISTRICT CENTRAL CO-OP BANK LTD,627803002,TNSC0011500,508677,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
1088,TJAX,THE JAISALMER CENTRAL COOPERATIVE BANK LTD,345710001,RSCB0036099,508747,Yes,,Yes,THE RAJASTHAN STATE CO OP BANK LTD,Indirect
1089,TJBX,THE JANATA COOPERATIVE BANK LTD SADALGA,591910501,IBKL01340JC,990214,Yes,,Yes,IDBI BANK,Indirect
1090,TJCX,THANJAVUR CENTRAL CO OP BANK LTD,613800002,TNSC0011300,508665,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
1091,TJDX,THE JALGAON DISTRICT CENTRAL COOP BANK LTD JALGAON,425835001,ICIC00JDCCB,990143,Yes,,Yes,ICICI BANK LTD,Indirect
1092,TJMX,THE JAYNAGAR MOZILPUR PEOPLES COOPERATIVE BANK LTD,700259251,IBKL0086JMC,NA,Yes,,Yes,IDBI BANK,Indirect
1093,TJNX,THE JAMNAGAR MAHILA SAHAKARI BANK LTD,361804000,GSCB0UJAMNA,990156,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1094,TJSB,TJSB SAHAKARI BANK LTD,400109001,TJSB0000001,607130,Yes,Yes,Yes,TJSB SAHAKARI BANK LTD,Direct
1095,TKAX,THE KARJAN NAGRIK SAHAKARI BANK LIMITED,391803101,GSCB0UTKSBL,990274,Yes,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1096,TKCX,THE KAKATIYA COOPERATIVE URBAN BANK LTD,500485251,IBKL0280KCB,607600,Yes,Yes,Yes,IDBI BANK,Indirect
1097,TKTX,THE KOTTAKKAL COOPERATIVE URBAN BANK LTD,676835102,UTIB0SKCU78,607358,Yes,Yes,Yes,AXIS BANK,Indirect
1098,TKUX,THE KARAN URBAN CO-OPERATIVE BANK LTD,132817104,HDFC0CKUCBK,990079,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1099,TLPX,THE LUNAWADA PEOPLES COOPERATIVE BANK LTD,389810061,HDFC0CLPCBL,990222,Yes,,Yes,HDFC BANK LTD,Indirect
1100,TMAX,THE MADANAPALLE COOPERATIVE TOWN BANK LTD,517853202,HDFC0CMPLTB,608183,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1101,TMBL,TAMILNAD MERCANTILE BANK LTD.,400060001,TMBL0000200,607187,Yes,Yes,Yes,TAMILNAD MERCANTILE BANK LTD.,Direct
1102,TMBX,THE MANGALORE CATHOLIC COOPERATIVE BANK LTD,575301009,IBKL0078MCC,NA,Yes,,Yes,IDBI BANK,Indirect
1103,TMCX,THE MOTIHARI CENTRAL CO-OPERATIVE BANK LTD,NA,IBKL01075MC,607981,Yes,,Yes,IDBI BANK,Indirect
1104,TMNX,THE MAHANAGAR COOPERATIVE URBAN BANK LTD,500485254,KKBK0MCUB01,NA,Yes,Yes,Yes,KOTAK MAHINDRA BANK LTD,Indirect
1105,TMPX,THE MIDNAPORE PEOPLES COOPERATIVE BANK LTD,721873302,IBKL0420MPC,NA,Yes,,Yes,IDBI BANK,Indirect
1106,TMSC,THE MYSORE SILK CLOTH MERCHANTS CO OP BANK LTD,560926002,KKBK0MSCMB1,608486,Yes,Yes,Yes,INDUSIND BANK,Indirect
1107,TMSX,THE MODASA NAGARIK SAHKARI BANK LTD,383806051,KKBK0MNSB01,608057,Yes,Yes,Yes,KOTAK MAHINDRA BANK LTD,Indirect
1108,TMTX,THE MANGALORE COOPERATIVE TOWN BANK LTD,575259251,IBKL0078MCT,990190,Yes,Yes,Yes,IDBI BANK,Indirect
1109,TMUX,THE MAHILA URBAN CO OP BANK LTD GONDIA,441821002,HDFC0CMUCB1,NA,Yes,,Yes,HDFC BANK LTD,Indirect
1110,TNBX,THE MEGHRAJ NAGARIK SAHAKARI BANK LTD,383811501,GSCB0UMNCBL,NA,Yes,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1111,TNCX,THE NATIONAL CENTRAL COOPERATIVE BANK LTD BETTIAH,845824102,IBKL01248NC,508717,Yes,,Yes,IDBI BANK,Indirect
1112,TNEX,THE NEHRUNAGAR CO OP BANK LTD,560226324,INDB0NNCB01,NA,Yes,,Yes,THE KARNATAKA STATE CO OP APEX BANK LTD,Indirect
1113,TNHX,THE NAKODAR HINDU URBAN COOPERATIVE BANK LTD,NA,HDFC0CNHUCB,607325,Yes,,Yes,IDBI BANK,Indirect
1114,TNIX,THE TAMILNADU INDUSTRIAL COOPERATIVE BANK LTD,600411001,TNSC0015000,608097,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
1115,TNKX,THE NEELA KRISHNA COOPERATIVE URBAN BANK LTD,500240270,HDFC0CNEELA,NA,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1116,TNMX,THE NANDED MERCHANTS COOP BANK LTD NANDED,431808101,IBKL0500NMC,608152,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1117,TNSC,TAMILNADU STATE APEX CO-OP BANK LTD,600091001,TNSC0099999,607131,Yes,Yes,Yes,TAMILNADU STATE APEX CO-OP BANK LTD,Direct
1118,TNUX,THE NANDURA URBAN COOP BANK LTD NANDURA,443846501,HDFC0CNUCBN,508797,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1119,TOCX,THE OTTAPALAM COOPERATIVE URBAN BANK LTD,679834002,IBKL0763OCB,607745,Yes,Yes,Yes,IDBI BANK,Indirect
1120,TPCX,THE PATLIPUTRA CENTRAL CO-OPERATIVE BANK LTD,800829002,IBKL0140PCC,607924,Yes,,Yes,IDBI BANK,Indirect
1121,TPDX,THE PRAKASAM DISTRICT CO-OP CENTRAL BANK LTD,523827006,APBL0008001,607493,Yes,Yes,Yes,THE ANDHRA PRADESH STATE CO OP BANK LTD,Indirect
1122,TPSX,TRIPURA STATE COOPERATIVE BANK LTD,799637017,ICIC00TSCBL,607978,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1123,TPUX,THE URBAN COOP BANK LTD NO 1758 PERINTHALMANNA,676827152,IBKL0763P10,607699,Yes,,Yes,IDBI BANK,Indirect
1124,TRAX,TRANSPORT CO-OPERATIVE BANK LTD,452286003,YESB0TPBL01,NA,Yes,Yes,Yes,YES BANK,Indirect
1125,TRDX,THE TIRUCHIRAPALLI DIST. CENT COOPERATIVE BANK LTD,600547000,TNSC0011400,508680,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
1126,TSAB,TELANGANA STATE CO OPERATIVE APEX BANK LTD,500754000,TSAB0000001,608019,Yes,Yes,Yes,TELANGANA STATE CO OPERATIVE APEX BANK LTD,Direct
1127,TSBX,THE SASARAM BHABHUA CENTRAL CO-OPERATIVE BANK LTD,821259202,IBKL0782SBC,508718,Yes,,Yes,IDBI BANK,Indirect
1128,TSCX,THE SANTRAGACHI CO OPERATIVE BANK LTD,700002255,HDFC0CTSGCB,990066,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1129,TSDX,THE DISTRICT COOPERATIVE CENTRAL BANK LTD SRIKAKUL,NA,APBL0001001,607508,Yes,Yes,Yes,THE ANDHRA PRADESH STATE CO OP BANK LTD,Indirect
1130,TSIX,THE SHILLONG COOPERATIVE URBAN BANK LTD,793622000,IBKL0158SCU,990234,Yes,Yes,Yes,IDBI BANK,Indirect
1131,TSKX,THE ASKA CO OP CENTRAL BANK LTD ASKA,761800202,ORCB0ASK001,508773,Yes,,Yes,THE ODISHA STATE CO OP BANK LTD,Indirect
1132,TSMX,THE SARDARGUNJ MERCANTILE COOP BANK LTD PATAN,384817081,GSCB0USMCBL,990249,Yes,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1133,TSNX,THE SHORANUR CO OPERATIVE URBAN BANK LTD,679869052,IBKL0763SCU,508981,Yes,Yes,Yes,IDBI BANK,Indirect
1134,TSPX,THE SATHAMBA PEOPLES CO-OPERATIVE BANK LTD,383810501,GSCB0USATHM,NA,Yes,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1135,TSSX,THE S S K CO-OP BANK LTD,580914002,NA,608030,Yes,,Yes,AXIS BANK,Indirect
1136,TSUX,THE SAURASHTRA COOPERATIVE BANK LTD,380815001,GSCB0USAURA,508743,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1137,TTCX,THE TARN TARAN CENTRAL COOPERATIVE BANK LTD,143838302,UTIB0STTN01,607569,Yes,Yes,Yes,AXIS BANK,Indirect
1138,TTGX,THE TASGAON URBAN CO-OP BANK LTD.TASGAON,416806301,IBKL0608TUC,NA,Yes,,Yes,IDBI BANK,Indirect
1139,TTLX,TEXTILE CO-OPERATIVE BANK LTD,560260002,NA,NA,Yes,Yes,Yes,INDUSIND BANK,Indirect
1140,TTUX,THE TIRUR URBAN COOPERATIVE BANK LTD,676823002,ICIC00TUCBL,608135,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1141,TUBX,THE TRICHUR URBAN CO-OPERATIVE BANK LTD,680384002,HDFC0CTR384,508785,Yes,Yes,Yes,IDBI BANK,Indirect
1142,TUCL,THE UNION CO OP BANK LTD MAHINAGAR,700093255,HDFC0CUCBLM,990303,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1143,TUCX,TIRUPATI URBAN CO-OP. BANK LTD.,440344002,HDFC0CTUB02,607147,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1144,TUDX,THE URBAN COOPERATIVE BANK LTD DHARANGAON,425828001,ICIC00TUCBD,508794,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1145,TUMX,THE UDAIPUR MAHILA URBAN CO-OP BANK LTD,313581001,ICIC00UMUCB,607693,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1146,TUNX,THE UNION CO-OPERATIVE BANK LTD,380136002,HDFC0CUCBNR,607692,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1147,TUOX,THE URBAN COOPERATIVE BANK LTD SAHARANPUR,247803002,IBKL0236UCS,990157,Yes,Yes,Yes,IDBI BANK,Indirect
1148,TUPX,THE UTTARSANDA PEOPLES COOP BANK LTD UTTARSANDA,387812501,NA,990237,Yes,,Yes,INDUSIND BANK,Indirect
1149,TURX,THE TURA URBAN COOP BANK LTD,794220002,YESB0TURA01,NA,Yes,Yes,Yes,YES BANK,Indirect
1150,TVBX,THE VELLALA CO-OPERATIVE BANK LIMITED,600092252,NA,NA,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
1151,TVDX,THE DISTRICT COOP CENTRAL BANK LTD VIZIANAGARAM,535824000,APBL0002001,607488,Yes,Yes,Yes,THE ANDHRA PRADESH STATE CO OP BANK LTD,Indirect
1152,TVPX,THE VERAVAL PEOPLES COOP BANK LTD,362804000,HDFC0CVPCBL,508814,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1153,TVUX,THE VITA URBAN CO OP BANK LTD VITA,415824000,ICIC00TVUCB,NA,Yes,,Yes,ICICI BANK LTD,Indirect
1154,TYCX,SHREE THYAGARAJA CO-OPERATIVE BANK LIMITED,560226270,INDB0STCB01,817213,Yes,Yes,Yes,INDUSIND BANK,Indirect
1155,UBBX,URBAN COOPERATIVE BANK LTD BASTI,272803002,ICIC00BASTI,607341,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1156,UBGX,UTTAR BIHAR GRAMIN BANK,846803577,CBIN0R10001,607069,Yes,Yes,Yes,CENTRAL BANK OF INDIA,Indirect
1157,UBIN,UNION BANK OF INDIA,400026000,UBIN0550451,508500,Yes,Yes,Yes,UNION BANK OF INDIA,Direct
1158,UCBA,UCO BANK,400028001,UCBA0000001,607066,Yes,Yes,Yes,UCO BANK,Direct
1159,UCBS,THE UTKAL COOPERATIVE BANKING SOCIETY LTD,751221002,NA,NA,Yes,Yes,Yes,YES BANK,Indirect
1160,UCBX,URBAN CO-OPERATIVE BANK LTD. BAREILLY,243803002,IBKL0232UCB,607274,Yes,Yes,Yes,IDBI BANK,Indirect
1161,UCCX,THE UDAIPUR CENTRAL CO-OPERATIVE BANK LTD,313578027,RSCB0035008,508745,Yes,Yes,Yes,THE RAJASTHAN STATE CO OP BANK LTD,Indirect
1162,UCDX,URBAN CO-OPERATIVE BANK LTD DEHRADUN,248542002,YESB0DUCB01,607898,Yes,Yes,Yes,IDBI BANK,Indirect
1163,UCUX,UNIVERSAL CO-OPERATIVE URBAN BANK LTD.,504813000,HDFC0CUCUB9,607609,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1164,UGBX,UTKAL GRAMEEN BANK,767709002,SBIN0RRUKGB,607234,Yes,Yes,Yes,STATE BANK OF INDIA,Indirect
1165,UJSX,UNJHA NAGARIK SAHAKARI BANK LTD,384810051,GSCB0UUNJBL,608179,Yes,,Yes,ICICI BANK LTD,Indirect
1166,UKGX,UTTARBANGA KSHETRIYA GRAMIN BANK,734821002,CBIN0R40012,607073,Yes,Yes,Yes,CENTRAL BANK OF INDIA,Indirect
1167,UMAX,UMA CO OPERATIVE BANK LTD,390323002,YESB0UMA002,990044,Yes,Yes,Yes,YES BANK,Indirect
1168,UMCX,THE UMRETH URBAN CO OPERATIVE BANK LTD,388808151,HDFC0CUUCB2,508733,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1169,UMSX,THE UDAIPUR MAHILA SAMRIDHI URBAN CO-OP BANK LTD,313610002,YESB0MSB002,607305,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1170,UMUX,UMIYA URBAN CO OPERATIVE BANK LTD,440801000,YESB0UMIB01,990006,Yes,Yes,Yes,YES BANK,Indirect
1171,UNAX,THE UNA PEOPLES COOP BANK LTD,362807111,HDFC0CUPCBA,NA,Yes,,Yes,HDFC BANK LTD,Indirect
1172,UNIX,THE UNITED CO OPERATIVE BANK LTD,380422001,GSCB0UUCOBL,990049,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1173,UNMX,UNITED MERCANTILE CO OPERATIVE BANK LTD,208185251,YESB0UMCBHO,990040,Yes,Yes,Yes,YES BANK,Indirect
1174,UNSX,THE UNAVA NAGRIK SAHAKARI BANK LTD,384818051,GSCB0UUNSBL,990121,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1175,UPCX,UTTAR PRADESH CO-OPERATIVE BANK LTD,123123123,UPCB0000001,607523,Yes,Yes,Yes,UTTAR PRADESH CO-OPERATIVE BANK LTD,Direct
1176,UPNX,THE UNITED PURI NIMAPARA CENTRAL CO OP BANK,752800002,ORCB0UPN001,NA,Yes,,Yes,THE ODISHA STATE CO OP BANK LTD,Indirect
1177,URCX,URBAN CO OPERATIVA BANK LTD SIDDHARTHNAGAR,NA,ICIC00SIDRH,607718,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1178,URDX,URBAN COOPERATIVE BANK LTD BUDAUN,243802202,IBKL01263UC,990199,Yes,,Yes,IDBI BANK,Indirect
1179,URMX,URBAN COOPERATIVE BANK LTD MAINPURI,205832002,IBKL01269UB,990155,Yes,,Yes,IDBI BANK,Indirect
1180,UROX,THE URBAN CO-OPERATIVE BANK LTD ROURKELA,769800002,YESB0UCBR01,NA,Yes,Yes,Yes,YES BANK,Indirect
1181,USFB,UJJIVAN SMALL FINANCE BANK LIMITED,560761002,UJVN0000001,508991,Yes,Yes,Yes,UJJIVAN SMALL FINANCE BANK LIMITED,Direct
1182,USNX,UDHAM SINGH NAGAR DISTRICT CO OPERATIVE BANK LTD,263812202,ICIC00USNDC,607520,Yes,,Yes,ICICI BANK LTD,Indirect
1183,UTBX,THE UTTARPARA CO-OPERATIVE BANK LTD,700211251,HDFC0CTUCB1,990219,Yes,,Yes,HDFC BANK LTD,Indirect
1184,UTCX,UTTRAKHAND COOPERATIVE BANK LTD,249809102,HDFC0CUCOBL,990069,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1185,UTGX,UTTARAKHAND GRAMIN BANK,248544002,SBIN0RRUTGB,607197,Yes,Yes,Yes,STATE BANK OF INDIA,Indirect
1186,UTIB,AXIS BANK,400211000,UTIB0000248,607153,Yes,Yes,Yes,AXIS BANK,Direct
1187,UTKS,UTKARSH SMALL FINANCE BANK LTD,221762002,UTKS0000001,608014,Yes,Yes,Yes,UTKARSH SMALL FINANCE BANK LTD,Direct
1188,UTKX,UTTARAKHAND STATE COOPERATIVE BANK LTD,263554002,ICIC00USCBD,607356,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1189,UTZX,UTTARKASHI ZILA SAHKARI BANK LTD,249804302,YESB0DCBU01,607656,Yes,Yes,Yes,YES BANK,Indirect
1190,UUCX,THE UDAIPUR URBAN CO-OP BANK LTD,313577007,UUCB0000001,607712,Yes,Yes,Yes,YES BANK,Indirect
1191,VADX,VALSAD DISTRICT CENTRAL CO-OP BANK LTD,396801001,GSCB0VDC001,607742,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1192,VAIX,VAISHYA SAHAKARI BANK LTD MUMBAI,400082359,IBKL0501VSB,607960,Yes,Yes,Yes,MAHARASHTRA STATE CO-OPERATIVE BANK LTD,Indirect
1193,VANX,VAISHYA NAGARI SAHAKARI BANK LTD PARBHANI,431852202,UTIB0SVNS01,990280,Yes,Yes,Yes,AXIS BANK,Indirect
1194,VARA,THE VARACHHA CO-OP BANK LTD,395289002,VARA0000001,607311,Yes,Yes,Yes,THE VARACHHA CO-OP BANK LTD,Direct
1195,VASX,VYAPARIK AUDHYOGIK SAHAKARI BANK KTD,452287002,YESB0VASB01,NA,Yes,Yes,Yes,YES BANK,Indirect
1196,VAUX,"VALMIKI URBAN CO-OP BANK LTD.,PATHRI",431887501,KKBK0VUCB01,990255,Yes,,Yes,KOTAK MAHINDRA BANK LTD,Indirect
1197,VCAX,THE VAISH CO OPERATIVE ADARSH BANK LTD,110208002,YESB0VCA001,990085,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1198,VCBX,VISHWAS CO-OP BANK LTD.,422504002,HDFC0CVCBLN,607556,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1199,VCCX,SHRI VEERSHAIV CO-OP BANK LTD.,416407007,HDFC0CSVCBL,607144,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1200,VCNB,THE VAISH CO-OPERATIVE NEW BANK LTD,110195000,YESB0VNB001,990046,Yes,Yes,Yes,YES BANK,Indirect
1201,VCOX,THE VITA MERCHANTS COOP BANK LTD,416259262,IBKL0116VMC,NA,Yes,Yes,Yes,IDBI BANK,Indirect
1202,VDCX,THE VILLUPURAM DISTRICT CENTRAL CO-OP BANK LTD,605901003,TNSC0012200,508737,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
1203,VDYX,VIDYANAND CO-OP. BANK LTD,413602002,HDFC0CVCBL1,NA,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1204,VEDX,THE VELLORE DISTRICT CENTRAL CO-OP BANK LTD.,632800002,TNSC0011600,508679,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
1205,VERX,THE VERAVAL MERCANTILE CO-OPERATIVE BANK LTD,362803051,HDFC0CVMCBA,607691,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1206,VGBX,JHARKHAND RAJYA GRAMIN BANK,834833001,SBIN0RRVCGB,607210,Yes,Yes,Yes,STATE BANK OF INDIA,Indirect
1207,VHDX,THE VAISHALI DISTRICT CENTRAL COOP BANK LTD,844815002,IBKL0724VDC,508798,Yes,,Yes,YES BANK,Indirect
1208,VICX,VIJAY COMMERCIAL CO OPERATIVE BANK LTD,360468002,KKBK0VCCB01,607955,Yes,Yes,Yes,KOTAK MAHINDRA BANK LTD,Indirect
